config,mode,seed,episode,env,scarcity,rollout_path,checkpoint_path,config_path,n_rows,embedding_dim,measurement_1_probes.class_counts.NEUTRAL,measurement_1_probes.class_counts.ZAP_AGENT,measurement_1_probes.class_counts.BEING_ZAPPED,measurement_1_probes.class_counts.APPLE_EATEN,measurement_1_probes.probe_5way_auroc_mean,measurement_1_probes.probe_5way_auroc_std,measurement_1_probes.probe_5way_f1_mean,measurement_1_probes.n_aggressor,measurement_1_probes.n_victim,measurement_1_probes.probe_agg_vs_vic_auroc,measurement_2_cka.cka_matrix.NEUTRAL.NEUTRAL,measurement_2_cka.cka_matrix.NEUTRAL.ZAP_AGENT,measurement_2_cka.cka_matrix.NEUTRAL.BEING_ZAPPED,measurement_2_cka.cka_matrix.NEUTRAL.APPLE_EATEN,measurement_2_cka.cka_matrix.ZAP_AGENT.NEUTRAL,measurement_2_cka.cka_matrix.ZAP_AGENT.ZAP_AGENT,measurement_2_cka.cka_matrix.ZAP_AGENT.BEING_ZAPPED,measurement_2_cka.cka_matrix.ZAP_AGENT.APPLE_EATEN,measurement_2_cka.cka_matrix.BEING_ZAPPED.NEUTRAL,measurement_2_cka.cka_matrix.BEING_ZAPPED.ZAP_AGENT,measurement_2_cka.cka_matrix.BEING_ZAPPED.BEING_ZAPPED,measurement_2_cka.cka_matrix.BEING_ZAPPED.APPLE_EATEN,measurement_2_cka.cka_matrix.APPLE_EATEN.NEUTRAL,measurement_2_cka.cka_matrix.APPLE_EATEN.ZAP_AGENT,measurement_2_cka.cka_matrix.APPLE_EATEN.BEING_ZAPPED,measurement_2_cka.cka_matrix.APPLE_EATEN.APPLE_EATEN,measurement_2_cka.n_per_role_cka,measurement_2_cka.class_counts.NEUTRAL,measurement_2_cka.class_counts.ZAP_AGENT,measurement_2_cka.class_counts.BEING_ZAPPED,measurement_2_cka.class_counts.ZAP_WASTE,measurement_2_cka.class_counts.APPLE_EATEN,measurement_2_cka.cka_agg_vs_vic,measurement_3_rsa.prototype_cosdist_matrix.NEUTRAL.NEUTRAL,measurement_3_rsa.prototype_cosdist_matrix.NEUTRAL.ZAP_AGENT,measurement_3_rsa.prototype_cosdist_matrix.NEUTRAL.BEING_ZAPPED,measurement_3_rsa.prototype_cosdist_matrix.NEUTRAL.APPLE_EATEN,measurement_3_rsa.prototype_cosdist_matrix.ZAP_AGENT.NEUTRAL,measurement_3_rsa.prototype_cosdist_matrix.ZAP_AGENT.ZAP_AGENT,measurement_3_rsa.prototype_cosdist_matrix.ZAP_AGENT.BEING_ZAPPED,measurement_3_rsa.prototype_cosdist_matrix.ZAP_AGENT.APPLE_EATEN,measurement_3_rsa.prototype_cosdist_matrix.BEING_ZAPPED.NEUTRAL,measurement_3_rsa.prototype_cosdist_matrix.BEING_ZAPPED.ZAP_AGENT,measurement_3_rsa.prototype_cosdist_matrix.BEING_ZAPPED.BEING_ZAPPED,measurement_3_rsa.prototype_cosdist_matrix.BEING_ZAPPED.APPLE_EATEN,measurement_3_rsa.prototype_cosdist_matrix.APPLE_EATEN.NEUTRAL,measurement_3_rsa.prototype_cosdist_matrix.APPLE_EATEN.ZAP_AGENT,measurement_3_rsa.prototype_cosdist_matrix.APPLE_EATEN.BEING_ZAPPED,measurement_3_rsa.prototype_cosdist_matrix.APPLE_EATEN.APPLE_EATEN,measurement_3_rsa.class_counts.NEUTRAL,measurement_3_rsa.class_counts.ZAP_AGENT,measurement_3_rsa.class_counts.BEING_ZAPPED,measurement_3_rsa.class_counts.ZAP_WASTE,measurement_3_rsa.class_counts.APPLE_EATEN,measurement_3_rsa.cosdist_agg_vs_vic,measurement_4_gradient_transfer.gradient_transfer_n_pairs,measurement_4_gradient_transfer.gradient_transfer_cos_mean,measurement_4_gradient_transfer.gradient_transfer_cos_std,measurement_4_gradient_transfer.gradient_transfer_cos_median,measurement_4_gradient_transfer.gradient_transfer_cos_abs_mean,elapsed_sec,Episode,ViolenceRate_per_agent_step,BeingZappedRate_per_agent_step,CooperationRate_per_agent_step,AppleRate_per_agent_step,BeamUseRate_per_agent_step,AvgReturn_per_agent,EthicalSelectivity,SkippedMinibatches,n_min_threshold,underpowered_at_this_checkpoint,measurement_1_probes.probe_agg_vs_vic_auroc.confirmatory_nmin100,measurement_2_cka.cka_agg_vs_vic.confirmatory_nmin100
m1_env_A_sc030,baseline,42,2200,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep2200.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep2200.pt,configs/m1_env_A_sc030.yaml,80000,64,73804,118,120,5958,0.8143606283967969,0.0046183739518929,0.289042916592938,118,120,0.2756717995169082,1.0,0.0145528428256511,0.0100258355960249,0.0159769859164953,0.0145528428256511,1.0,0.013712789863348,0.0118006104603409,0.0100258355960249,0.013712789863348,1.0,0.0072995978407561,0.0159769859164953,0.0118006141856312,0.0072995964437723,1.0,118,73804,118,120,0,5958,0.013712789863348,1.1920928955078125e-07,0.010075569152832,0.0101118087768554,0.2065727710723877,0.010075569152832,0.0,2.3066997528076172e-05,0.2989923357963562,0.0101118087768554,2.3066997528076172e-05,5.960464477539064e-08,0.2997346520423889,0.2065727710723877,0.2989923357963562,0.2997346520423889,0.0,73804,118,120,0,5958,2.3066997528076172e-05,128,-0.0800403803586959,0.3113986253738403,-0.0994400084018707,0.2666546702384949,970.52,2200,0.000825,0.000825,0.0,0.1289499999999999,0.013675,128.95,0.0,0,100,False,0.2756717995169082,0.013712789863348
m1_env_A_sc030,baseline,42,2400,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep2400.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep2400.pt,configs/m1_env_A_sc030.yaml,80000,64,69561,96,119,10224,0.7612797821171715,0.0022093464674678,0.2619377801404733,96,119,0.3385202135774218,1.0,0.0068778907880187,0.0175615157932043,0.0143084414303302,0.0068778907880187,1.0,0.0318858250975608,0.0343436151742935,0.0175615157932043,0.0318858250975608,1.0,0.0177093278616666,0.0143084414303302,0.0343436151742935,0.0177093315869569,1.0,96,69561,96,119,0,10224,0.0318858250975608,0.0,0.0080287456512451,0.0164973139762878,0.3295114636421203,0.0080287456512451,0.0,0.0017094612121582,0.4258962869644165,0.0164973139762878,0.0017094612121582,5.960464477539064e-08,0.4726069569587707,0.3295114636421203,0.4258962869644165,0.4726069569587707,0.0,69561,96,119,0,10224,0.0017094612121582,128,0.0286528188735246,0.3069491684436798,0.0326600223779678,0.2541441619396209,982.18,2400,0.00145,0.00145,0.0,0.1332875,0.01445,133.2875,0.0,0,100,True,,
m1_env_A_sc030,baseline,42,2600,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep2600.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep2600.pt,configs/m1_env_A_sc030.yaml,80000,64,72772,65,67,7096,0.7841130584284016,0.0059879168086096,0.2702433247393432,65,67,0.3483516483516483,1.0,0.0127286370843648,0.0168443284928798,0.0619813278317451,0.0127286352217197,1.0,0.026388855651021,0.0374326854944229,0.0168443284928798,0.026388855651021,1.0,0.0105648497119545,0.0619813129305839,0.0374326780438423,0.0105648497119545,1.0,65,72772,65,67,0,7096,0.026388855651021,0.0,0.0139362215995788,0.0138953924179077,0.1143635511398315,0.0139362215995788,0.0,0.0002297163009643,0.2016759514808654,0.0138953924179077,0.0002297163009643,0.0,0.2028660774230957,0.1143635511398315,0.2016759514808654,0.2028660774230957,5.960464477539064e-08,72772,65,67,0,7096,0.0002297163009643,128,-0.0080381743609905,0.3006159365177154,0.0039404584094882,0.2424805760383606,1012.59,2600,0.000475,0.000475,0.0,0.0786999999999999,0.0076125,78.7,0.0,0,100,True,,
m1_env_A_sc030,baseline,42,2800,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep2800.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep2800.pt,configs/m1_env_A_sc030.yaml,80000,64,78753,125,128,994,0.842243375599474,0.0161469715346001,0.2244385213575354,125,128,0.2664246153846153,1.0,0.0182056445628404,0.0101359812542796,0.0375243835151195,0.0182056427001953,1.0,0.0244003031402826,0.0231369156390428,0.0101359812542796,0.0244003068655729,1.0,0.0383888594806194,0.0375243835151195,0.0231369100511074,0.0383888594806194,1.0,125,78753,125,128,0,994,0.0244003031402826,0.0,0.0038137435913085,0.003918170928955,0.1068029999732971,0.0038137435913085,0.0,2.574920654296875e-05,0.1477224826812744,0.003918170928955,2.574920654296875e-05,0.0,0.148577868938446,0.1068029999732971,0.1477224826812744,0.148577868938446,0.0,78753,125,128,0,994,2.574920654296875e-05,128,0.0191296525299549,0.2544088959693908,0.0334805324673652,0.2052984982728958,980.24,2800,0.0015375,0.0015375,0.0,0.035275,0.0274874999999999,35.275,0.0,0,100,False,0.2664246153846153,0.0244003031402826
m1_env_A_sc030,baseline,42,3000,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep3000.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep3000.pt,configs/m1_env_A_sc030.yaml,80000,64,74540,188,194,5078,0.8014011420632519,0.0039259667023211,0.2632512896267035,188,194,0.3512955849520947,1.0,0.0083101438358426,0.0075817424803972,0.0049241906963288,0.0083101438358426,1.0,0.0111343134194612,0.0158337634056806,0.0075817424803972,0.0111343134194612,1.0,0.0185042470693588,0.0049241906963288,0.0158337652683258,0.0185042433440685,1.0,188,74540,188,194,0,5078,0.0111343134194612,0.0,0.0117045640945434,0.0127773880958557,0.0819073915481567,0.0117045640945434,0.0,5.561113357543945e-05,0.1470863223075866,0.0127773880958557,5.561113357543945e-05,0.0,0.1502783894538879,0.0819073915481567,0.1470863223075866,0.1502783894538879,5.960464477539064e-08,74540,188,194,0,5078,5.561113357543945e-05,128,0.0161023829132318,0.3217006623744964,-0.0100484639406204,0.2585751414299011,949.0,3000,0.002875,0.002875,0.0,0.0486249999999999,0.0522,48.625,0.0,0,100,False,0.3512955849520947,0.0111343134194612
m1_env_A_sc030,baseline,42,3200,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep3200.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep3200.pt,configs/m1_env_A_sc030.yaml,80000,64,73130,249,270,6351,0.8023086302910759,0.0059945716069861,0.2877621766258926,249,270,0.322978835978836,1.0,0.0048038125969469,0.0041120490059256,0.0221244692802429,0.0048038125969469,1.0,0.0250261593610048,0.0097209056839346,0.0041120490059256,0.0250261593610048,1.0,0.0087359640747308,0.0221244730055332,0.0097209056839346,0.0087359640747308,1.0,249,73130,249,270,0,6351,0.0250261593610048,1.1920928955078125e-07,0.0208494067192077,0.0216121673583984,0.1077175140380859,0.0208494067192077,0.0,1.323223114013672e-05,0.2148003578186035,0.0216121673583984,1.323223114013672e-05,0.0,0.2168897986412048,0.1077175140380859,0.2148003578186035,0.2168897986412048,0.0,73130,249,270,0,6351,1.323223114013672e-05,128,-0.0150978658348321,0.3579623699188232,-0.0224967319518327,0.2980224788188934,933.31,3200,0.003125,0.003125,0.0,0.0784625,0.03265,78.4625,0.0,0,100,False,0.322978835978836,0.0250261593610048
m1_env_A_sc030,baseline,42,3400,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep3400.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep3400.pt,configs/m1_env_A_sc030.yaml,80000,64,74403,243,272,5082,0.8055562049452313,0.0043596113364948,0.2749301008598489,243,272,0.3612678657321514,1.0,0.0085024517029523,0.0087450873106718,0.0170213244855403,0.0085024517029523,1.0,0.0005964874872006,0.0152589064091444,0.0087450873106718,0.00059648725437,1.0,0.0120320515707135,0.0170213244855403,0.0152589064091444,0.0120320515707135,1.0,243,74403,243,272,0,5082,0.0005964874872006,1.1920928955078125e-07,0.0131704211235046,0.0130062699317932,0.1542224884033203,0.0131704211235046,0.0,3.439188003540039e-05,0.2503518462181091,0.0130062699317932,3.439188003540039e-05,0.0,0.249582290649414,0.1542224884033203,0.2503518462181091,0.249582290649414,1.1920928955078125e-07,74403,243,272,0,5082,3.439188003540039e-05,128,0.1669001281261444,0.3572244048118591,0.1757002770900726,0.3236303329467773,962.36,3400,0.0031625,0.0031625,0.0,0.0509625,0.0286125,50.9625,0.0,0,100,False,0.3612678657321514,0.0005964874872006
m1_env_A_sc030,baseline,42,3600,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep3600.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep3600.pt,configs/m1_env_A_sc030.yaml,80000,64,75263,169,176,4392,0.7912841761363418,0.0075929592855091,0.2355718676331755,169,176,0.3311879297173415,1.0,0.0132900206372141,0.0020229411311447,0.0092904269695281,0.0132900243625044,1.0,0.0027764507103711,0.0104848947376012,0.0020229411311447,0.0027764507103711,1.0,0.0044130831956863,0.0092904269695281,0.0104848947376012,0.0044130831956863,1.0,169,75263,169,176,0,4392,0.0027764507103711,0.0,0.0116875767707824,0.0127391219139099,0.0494672656059265,0.0116875767707824,1.1920928955078125e-07,3.039836883544922e-05,0.1065338850021362,0.0127391219139099,3.039836883544922e-05,-1.1920928955078125e-07,0.1095669269561767,0.0494672656059265,0.1065338850021362,0.1095669269561767,0.0,75263,169,176,0,4392,3.039836883544922e-05,128,-0.090888001024723,0.3804099857807159,-0.1016567945480346,0.316033661365509,949.57,3600,0.002325,0.002325,0.0,0.045275,0.0215625,45.275,0.0,0,100,False,0.3311879297173415,0.0027764507103711
m1_env_A_sc030,baseline,42,3800,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep3800.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep3800.pt,configs/m1_env_A_sc030.yaml,80000,64,73129,265,278,6328,0.7958401589385513,0.0045084744022746,0.2706595938646796,265,278,0.3176555991178632,1.0,0.0031072702258825,0.0106275891885161,0.0053788968361914,0.0031072702258825,1.0,0.0012479909928515,0.0074828113429248,0.0106275891885161,0.0012479909928515,1.0,0.0074366894550621,0.0053788968361914,0.0074828113429248,0.0074366894550621,1.0,265,73129,265,278,0,6328,0.0012479909928515,1.1920928955078125e-07,0.0081193447113037,0.0080069899559021,0.0450047850608825,0.0081193447113037,5.960464477539064e-08,7.987022399902344e-06,0.0864673256874084,0.0080069899559021,7.987022399902344e-06,0.0,0.0859671831130981,0.0450047850608825,0.0864673256874084,0.0859671831130981,0.0,73129,265,278,0,6328,7.987022399902344e-06,128,0.0109633840620517,0.3688114583492279,0.032127097249031,0.2955518364906311,988.88,3800,0.00265,0.00265,0.0,0.074775,0.0236624999999999,74.775,0.0,0,100,False,0.3176555991178632,0.0012479909928515
m1_env_A_sc030,baseline,42,4000,A,0.3,results/m1_env_A_sc030/rollouts/trajectory_m1_env_A_sc030_baseline_seed42/m1_env_A_sc030_baseline_seed42_ep4000.parquet,results/m1_env_A_sc030/checkpoints/m1_env_A_sc030_baseline_seed42_ep4000.pt,configs/m1_env_A_sc030.yaml,80000,64,73870,106,116,5908,0.813501661351032,0.0060651400399126,0.276097024541281,106,116,0.2571083505866115,1.0,0.0260951481759548,0.018990283831954,0.0296126864850521,0.0260951481759548,1.0,0.0087512983009219,0.0352582186460495,0.018990283831954,0.0087512983009219,1.0,0.0312399063259363,0.0296126864850521,0.03525822609663,0.0312399100512266,1.0,106,73870,106,116,0,5908,0.0087512983009219,5.960464477539064e-08,0.0119353532791137,0.013289988040924,0.0823342204093933,0.0119353532791137,-1.1920928955078125e-07,7.420778274536133e-05,0.1462664604187011,0.013289988040924,7.420778274536133e-05,1.1920928955078125e-07,0.1499683856964111,0.0823342204093933,0.1462664604187011,0.1499683856964111,-1.1920928955078125e-07,73870,106,116,0,5908,7.420778274536133e-05,128,-0.1076089739799499,0.3716115653514862,-0.0643114149570465,0.2943731546401977,972.6,4000,0.0014125,0.0014125,0.0,0.0816625,0.0103875,81.6625,0.0,0,100,False,0.2571083505866115,0.0087512983009219
